user_id,timestamp,timestamp_end,sequence_id,mean_hr_bpm,hr_std_bpm,hr_min_bpm,hr_max_bpm,hr_range_bpm,hr_slope_bpm_per_s,nn_quality_ratio,sdnn_ms,rmssd_ms,pnn50_pct,mean_nn_ms,cv_nn,lf_power_ms2,hf_power_ms2,lf_hf_ratio,total_power_ms2,spo2_mean_pct,spo2_min_pct,spo2_std_pct,accel_x_mean,accel_y_mean,accel_z_mean,accel_x_var,accel_y_var,accel_z_var,accel_mag_mean,accel_mag_var,accel_peak,total_steps,cadence_spm,activity_label,fatigue_level,rpe_raw
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327374484,1774327403025,W10_1774327345913,120.5224,17.7836,88.2353,150.0000,61.7647,0.6416,0.7928,79.2855,99.7741,50.5747,509.3977,0.1556,379.0803,2060.1693,0.1840,2439.2496,85.5101,61.4819,5.8388,-0.3142,-9.3539,1.3075,36.6423,133.5063,18.6215,13.5806,93.6410,50.3598,119,125.0832,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327390918,1774327420895,W11_1774327360913,131.6227,17.3502,100.0000,166.6667,66.6667,0.2661,0.8148,60.4513,86.0204,48.2759,463.7159,0.1304,508.6162,1001.1205,0.5080,1509.7367,84.3323,70.6199,5.3111,0.7662,-11.2542,-0.9202,47.1925,181.8483,7.9302,15.4284,127.0271,50.3598,127,127.0996,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327405900,1774327435876,W12_1774327375913,135.7885,16.9242,100.0000,166.6667,66.6667,0.0749,0.8636,57.9571,84.7404,50.0000,448.9895,0.1291,651.2618,1408.3790,0.4624,2059.6408,84.0800,62.3829,5.9670,0.7838,-11.2854,-0.9466,48.6963,176.3034,7.8313,15.3848,125.0095,50.3598,127,127.1038,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327420908,1774327450874,W13_1774327390913,136.4144,16.1672,100.0000,168.5393,68.5393,0.1797,0.8624,55.5526,82.8538,49.4624,446.3298,0.1245,129.9130,1362.8999,0.0953,1492.8129,84.0789,62.4406,6.6527,1.0439,-11.2741,-0.5254,46.6266,170.4848,7.5282,15.2225,121.3873,50.3598,127,127.1441,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327438241,1774327465881,W14_1774327405913,137.0011,14.6483,100.0000,166.6667,66.6667,0.2328,0.9076,50.8216,77.2493,42.0561,443.3241,0.1146,160.9304,1156.6121,0.1391,1317.5425,84.4344,62.4406,6.7601,1.0547,-11.3138,-0.5691,45.4665,166.4458,7.2802,15.2072,117.3720,47.7627,143,155.2126,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327447766,1774327474597,W15_1774327420913,138.9969,13.4482,107.1429,166.6667,59.5238,0.0402,0.8898,45.4315,71.4931,36.5385,436.0190,0.1042,93.0637,360.8057,0.2579,453.8695,84.9637,50.0000,7.3783,1.2056,-11.1121,-0.3458,42.9235,154.2765,7.3209,14.8281,109.6998,47.7627,128,143.1180,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327465913,1774327495910,W16_1774327435913,139.5811,13.7269,107.1429,166.6667,59.5238,0.1228,0.9060,46.3220,69.5960,31.4286,434.3679,0.1066,93.7189,796.1859,0.1177,889.9047,86.6215,50.0000,6.9635,1.1573,-11.0755,0.0754,43.3655,157.7116,8.1725,14.8479,112.8022,46.5645,125,125.0125,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327480909,1774327510905,W17_1774327450913,140.5738,14.6677,107.1429,166.6667,59.5238,0.0636,0.9153,48.7180,73.3424,34.5794,431.8519,0.1128,293.8794,1362.6762,0.2157,1656.5556,86.9628,50.0000,6.5077,0.5806,-11.1976,-0.0463,46.2428,162.4134,10.2705,15.0898,116.9502,46.5645,125,125.0188,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327495908,1774327525895,W18_1774327465913,140.1074,15.8750,100.0000,166.6667,66.6667,0.0645,0.8596,53.1453,79.5369,38.1443,434.1939,0.1224,275.3394,1502.3345,0.1833,1777.6738,86.3237,50.0000,6.8368,0.1485,-10.8913,0.3339,45.7187,161.2635,14.1767,14.9956,115.0453,46.5645,125,125.0542,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327511603,1774327540898,W19_1774327480913,140.3075,15.7866,107.1429,166.6667,59.5238,-0.0119,0.8810,52.6722,75.9677,37.2727,433.4955,0.1215,153.1082,1630.4099,0.0939,1783.5181,86.8397,63.5623,5.6605,0.1930,-10.8069,0.0198,47.2442,164.0274,13.0577,14.9333,118.1532,52.7563,152,155.6580,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327525917,1774327555884,W20_1774327495913,140.8535,16.5520,107.1429,166.6667,59.5238,-0.0943,0.8624,54.4244,80.8405,39.7849,432.2979,0.1259,26.1349,2170.0505,0.0120,2196.1854,86.3204,63.5623,5.5127,0.0782,-10.6751,-0.0513,47.3658,158.5036,13.4970,14.7757,115.0126,52.7563,125,125.1377,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327540928,1774327570912,W21_1774327510913,139.2880,16.6653,100.0000,166.6667,66.6667,-0.1033,0.8661,56.2701,83.5193,40.6250,437.4124,0.1286,175.1650,2465.5684,0.0710,2640.7334,85.7877,63.6669,5.2900,0.2043,-10.8484,-0.1041,47.6367,159.5156,11.6747,14.9289,113.6961,52.7563,125,125.0688,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327555905,1774327585875,W22_1774327525913,139.2981,17.2001,100.0000,166.6667,66.6667,-0.0128,0.8609,59.0017,87.6342,41.8367,437.9192,0.1347,217.8315,1768.2923,0.1232,1986.1238,86.7190,72.9200,4.9133,0.3626,-11.0932,0.0032,49.4548,170.4803,11.7137,15.2350,122.7344,52.7563,125,125.1251,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327570925,1774327600913,W23_1774327540913,140.8898,17.2051,100.0000,166.6667,66.6667,0.0964,0.8421,57.5189,89.9711,48.4211,432.8021,0.1329,208.1900,1648.3323,0.1263,1856.5223,87.0656,72.9200,4.9607,0.3409,-10.9482,1.0381,48.2402,166.9358,18.6148,15.3188,120.1824,51.2726,125,125.0521,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327585899,1774327615875,W24_1774327555913,141.1182,15.9872,100.0000,166.6667,66.6667,0.1684,0.8433,52.6785,81.2082,43.7500,431.0708,0.1222,178.6133,1377.0640,0.1297,1555.6774,87.2979,72.9200,4.7264,0.1506,-11.1776,0.8187,50.7733,176.0917,17.5611,15.6203,126.0643,53.5642,150,150.1226,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327600925,1774327630899,W25_1774327570913,141.7157,16.6856,100.0000,166.6667,66.6667,0.1091,0.8108,55.1799,77.6707,39.3258,429.8111,0.1284,47.1548,1114.9181,0.0423,1162.0730,88.0084,72.9192,4.2121,-0.0497,-11.0422,1.1336,51.5685,178.3365,18.9528,15.6360,127.5916,53.5642,125,125.1105,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327615901,1774327645888,W26_1774327585913,143.9311,14.8605,107.1429,166.6667,59.5238,0.1087,0.8091,45.6373,67.0849,38.6364,421.5393,0.1083,280.2724,1027.4389,0.2728,1307.7113,88.4156,74.9614,4.5386,0.3280,-10.9962,0.9072,50.4932,170.7318,15.5509,15.3688,122.4235,53.5642,124,124.0558,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327630899,1774327660886,W27_1774327600913,145.9100,14.7733,107.1429,166.6667,59.5238,0.2391,0.8609,44.9664,64.4954,35.7143,415.7273,0.1082,920.1753,2121.2078,0.4338,3041.3830,89.0009,75.9067,4.2962,0.8008,-11.2851,-0.0362,51.3788,170.8822,8.5745,15.4522,120.0596,53.5642,124,124.0558,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327645904,1774327675893,W28_1774327615913,148.2985,13.3667,115.3846,168.0672,52.6826,0.1927,0.8621,38.3061,62.1058,38.3838,408.0200,0.0939,117.5755,366.4607,0.3208,484.0361,90.3788,76.7604,4.3692,1.0338,-11.0118,-0.0630,48.4245,152.8817,8.6054,14.9484,108.7905,51.1771,130,130.0477,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327660274,1774327689609,W29_1774327630913,148.9838,13.5080,115.3846,168.0672,52.6826,0.0347,0.8722,38.4102,61.1405,39.1304,406.1897,0.0946,160.2406,431.9797,0.3709,592.2203,90.3358,74.2451,4.5433,1.0815,-11.0440,-0.0478,46.6068,151.6190,9.3299,14.9220,108.0315,51.1771,141,144.1964,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327675913,1774327705898,W30_1774327645913,148.6681,13.7464,107.1429,168.0672,60.9244,-0.1604,0.8182,40.3825,54.4012,30.6122,407.2828,0.0992,205.6269,436.6599,0.4709,642.2868,90.0288,73.6465,4.4657,0.8743,-11.1271,-0.0158,48.6404,152.0990,11.8724,15.1394,107.9869,48.8985,124,124.0620,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327690908,1774327720890,W31_1774327660913,148.5230,14.1059,115.3846,168.0672,52.6826,-0.0163,0.7778,41.1605,56.4563,32.2222,407.8571,0.1009,245.0914,1137.5596,0.2155,1382.6509,89.0400,70.5161,5.0809,0.1904,-10.9311,0.2677,49.1632,159.2721,14.9325,15.1631,113.0450,50.2000,125,125.0750,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327705907,1774327735881,W32_1774327675913,150.6032,13.2647,115.3846,166.6667,51.2821,0.3771,0.8279,38.6320,48.4754,22.0000,401.7723,0.0962,953.8775,1353.1682,0.7049,2307.0457,88.4959,70.5161,4.5269,-0.0527,-11.1966,-0.3617,49.5730,164.1065,15.0560,15.4999,113.9856,50.2000,124,124.1076,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327724106,1774327750911,W33_1774327690913,151.4350,12.2365,115.3846,166.6667,51.2821,0.2242,0.8492,34.8334,42.6431,16.0377,399.0000,0.0873,144.0233,327.6654,0.4395,471.6887,89.0646,70.5161,4.2152,0.1099,-11.0709,-0.5177,49.9290,163.8467,13.0751,15.3268,114.7854,50.2000,138,154.4517,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327733631,1774327761325,W34_1774327705913,152.2714,11.8537,107.1429,166.6667,59.5238,0.0407,0.8672,33.8624,47.5764,17.2727,396.6396,0.0854,54.6478,150.4453,0.3632,205.0931,89.3584,70.5161,4.4679,0.0356,-10.9053,-0.3297,49.3608,163.2920,17.7514,15.2593,116.5937,54.0471,132,142.9938,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327750913,1774327780896,W35_1774327720913,152.1950,11.8829,107.1429,166.6667,59.5238,-0.1927,0.8595,34.6118,51.6807,20.3883,396.8942,0.0872,73.7506,154.9143,0.4761,228.6648,89.5093,78.4699,3.8132,-0.0854,-11.3727,-0.6932,52.7161,163.6715,14.9449,15.6303,116.8541,54.0471,124,124.0703,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327765901,1774327795881,W36_1774327735913,153.3579,12.8105,107.1429,166.6667,59.5238,0.2949,0.8403,37.2193,55.0124,21.2121,394.3100,0.0944,340.1116,1674.0273,0.2032,2014.1389,89.1462,74.6686,4.4515,0.0116,-11.3972,-0.6228,54.9016,166.9232,14.6225,15.7949,117.2535,54.0471,124,124.0827,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327780927,1774327810904,W37_1774327750913,154.8479,13.6353,107.1429,166.6667,59.5238,0.4348,0.7951,40.9202,56.6910,20.8333,391.0309,0.1046,43.0545,673.0776,0.0640,716.1321,88.9717,74.6686,4.5426,0.0367,-11.4714,-0.7764,57.2356,159.6951,15.4385,15.9421,110.4168,54.0471,125,125.0980,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327797456,1774327825898,W38_1774327765913,158.0479,10.3884,123.7113,166.6667,42.9553,0.2265,0.7826,26.8203,41.7684,13.0841,381.3889,0.0703,169.9153,256.4967,0.6624,426.4121,88.3955,74.6686,4.7227,0.2389,-11.6106,-1.3393,56.0825,156.9738,7.3322,15.8353,106.2900,53.4575,147,155.0524,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327810905,1774327840874,W39_1774327780913,159.0198,9.9030,123.7113,166.6667,42.9553,0.1514,0.7710,25.4558,39.5909,9.0000,378.8911,0.0672,51.3331,325.0891,0.1579,376.4223,88.5820,74.6041,5.0083,0.6322,-11.3252,-1.3789,53.4045,150.4700,7.5166,15.5313,100.7308,46.2823,125,125.1293,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327825903,1774327855885,W40_1774327795913,159.5310,9.3937,136.3636,166.6667,30.3030,0.1040,0.7377,23.5845,36.6667,8.9888,377.4889,0.0625,9.1060,180.7942,0.0504,189.9002,88.2064,71.3761,5.1897,0.7513,-11.2166,-0.8137,55.1427,164.0523,9.9756,15.6399,111.6022,57.6759,125,125.0750,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327840909,1774327870874,W41_1774327810913,160.4109,8.8523,136.3636,166.6667,30.3030,0.0104,0.6639,22.0261,35.2526,6.4103,375.2532,0.0587,20.8929,167.3484,0.1248,188.2413,87.9469,71.3760,4.8206,0.5715,-11.2058,-0.2828,57.5338,177.5953,13.0004,15.8213,123.7929,57.6759,125,125.1460,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327855917,1774327885896,W42_1774327825913,156.2722,14.8520,100.0000,166.6667,66.6667,-0.1234,0.6667,47.0471,65.8375,15.5844,388.3462,0.1211,489.3224,1273.9870,0.3841,1763.3094,88.2277,71.3760,4.2460,0.2799,-11.1236,-0.0055,67.0295,190.4168,12.8543,16.1009,134.8756,57.6759,125,125.0876,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327870902,1774327900890,W43_1774327840913,153.1650,17.3381,100.0000,166.6667,66.6667,-0.6662,0.6279,55.2534,66.9479,20.0000,397.9136,0.1389,223.8652,122.5826,1.8262,346.4477,87.9787,71.3760,4.1519,0.1101,-11.2319,-0.2430,68.9560,190.4855,11.7645,16.1747,135.8118,57.6759,156,156.0624,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327885902,1774327915879,W44_1774327855913,149.4464,20.1168,93.7500,166.6667,72.9167,-0.8514,0.6195,68.5125,82.0746,26.0870,410.5714,0.1669,1461.9107,1025.7255,1.4252,2487.6362,88.3197,73.7608,3.5579,-0.0070,-10.9977,-0.3496,70.3033,182.5471,12.2852,15.9452,131.9568,51.7464,126,126.0967,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327900902,1774327930891,W45_1774327870913,149.2643,20.4344,100.0000,166.6667,66.6667,0.1536,0.6522,67.3265,77.6329,32.4324,411.0933,0.1638,1634.3385,1817.6501,0.8991,3451.9886,87.5890,73.7608,3.3647,-0.0927,-11.1398,-1.0912,69.5567,184.0961,8.9798,16.0553,130.1537,53.1420,126,126.0483,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327915908,1774327945881,W46_1774327885913,150.0296,20.6329,100.0000,166.6667,66.6667,0.3866,0.6612,68.6631,83.7495,32.9114,409.2750,0.1678,1187.1667,4198.5473,0.2828,5385.7140,87.0505,59.4006,5.1073,0.1594,-11.2175,-1.5050,61.9443,171.7852,8.3967,15.8545,118.8828,53.1420,125,125.1147,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327930921,1774327960913,W47_1774327900913,158.3771,12.4098,115.3846,166.6667,51.2821,0.1170,0.6288,35.6725,49.8182,13.4146,381.6145,0.0935,211.0999,1021.3606,0.2067,1232.4605,87.4841,59.4005,5.4808,0.4375,-11.2696,-1.6067,57.8714,164.8806,7.9263,15.7589,112.1128,53.1420,125,125.0354,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327945902,1774327975885,W48_1774327915913,159.7509,11.9107,115.3846,175.4386,60.0540,0.2348,0.5987,33.8658,45.7578,13.3333,378.0879,0.0896,233.3154,1821.0822,0.1281,2054.3975,88.1468,59.4005,5.5456,0.4929,-11.3456,-1.3710,57.0602,168.0222,7.4735,15.7495,115.3551,53.1420,146,146.0828,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327960903,1774327990876,W49_1774327930913,160.4378,10.8700,115.3846,175.4386,60.0540,0.1371,0.5746,30.5384,39.2784,7.8947,376.0260,0.0812,379.5286,841.6919,0.4509,1221.2205,87.9605,59.4006,5.9917,0.5911,-11.3465,-0.8932,58.2294,172.8687,11.6289,15.8862,120.2467,58.5376,125,125.1147,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327975900,1774328005879,W50_1774327945913,158.1775,14.9109,107.1429,175.4386,68.2957,-0.1286,0.5615,46.4812,60.2709,16.6667,383.6575,0.1212,487.3600,1588.3522,0.3068,2075.7122,88.8766,70.8433,4.4883,0.1091,-11.6675,-0.8124,65.1333,198.9044,12.2648,16.5678,138.6119,61.7047,126,126.0883,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774327990912,1774328020912,W51_1774327960913,159.7159,13.2298,107.1429,178.0415,70.8987,0.0996,0.5078,40.1778,50.5464,10.9375,378.9538,0.1060,415.5001,1618.3851,0.2567,2033.8852,88.9546,66.3979,5.5340,0.1991,-11.9627,-0.5458,66.8365,217.4621,13.6685,17.0512,150.6655,61.7047,125,125.0021,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328005912,1774328035900,W52_1774327975913,160.0416,11.7415,107.1429,178.0415,70.8987,0.2545,0.4851,33.8415,44.8525,9.3750,377.3538,0.0897,517.3772,1642.1438,0.3151,2159.5210,89.3406,66.6550,5.7702,0.1897,-12.1023,-0.7451,68.7120,214.2873,12.7015,17.1980,146.9876,61.7047,135,135.0563,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328019495,1774328048074,W53_1774327990913,159.5963,12.3040,107.1429,179.6407,72.4979,0.2607,0.4667,34.8209,47.0615,13.0435,378.6000,0.0920,620.0687,1338.3882,0.4633,1958.4569,90.0978,66.6550,5.5707,0.3046,-12.0641,-0.9860,67.1868,207.7118,9.2746,16.9892,142.1483,61.7047,138,144.8616,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328035906,1774328065894,W54_1774328005913,161.4112,11.5104,115.3846,179.6407,64.2561,-0.2932,0.4511,31.0383,44.6087,15.2542,373.9167,0.0830,142.1996,43.1650,3.2943,185.3647,90.4164,66.6550,5.7363,0.5956,-11.8274,-0.5431,63.7590,200.6297,11.6056,16.6980,137.7103,56.7155,124,124.0517,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328050915,1774328080878,W55_1774328020913,160.6274,11.8820,115.3846,179.6407,64.2561,-0.1191,0.4851,32.5110,47.7961,17.1875,375.9231,0.0865,170.2943,628.3383,0.2710,798.6326,90.4805,68.7893,5.3440,0.1155,-11.6978,-0.7733,65.6839,202.1770,11.1919,16.5962,141.0667,58.5458,125,125.1544,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328065918,1774328095896,W56_1774328035913,157.4916,19.3712,100.0000,179.6407,79.6407,0.0948,0.5317,65.3772,91.2879,25.7576,388.9403,0.1681,2303.3961,3031.8396,0.7597,5335.2356,89.2737,68.7893,5.3010,-0.0492,-11.7409,-0.8321,65.3524,210.9130,10.8514,16.7065,146.5506,58.5458,125,125.0917,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328083316,1774328110874,W57_1774328050913,156.5282,19.8046,100.0000,166.6667,66.6667,-0.0450,0.5354,66.6173,97.7033,26.8657,391.6912,0.1701,2080.4134,3124.4468,0.6659,5204.8603,88.6383,68.7893,5.1103,-0.2645,-11.4743,-0.7741,68.8302,208.0017,12.0016,16.5598,146.9338,66.3324,143,155.6717,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328092869,1774328119805,W58_1774328065913,158.6219,17.2691,100.0000,166.6667,66.6667,-0.1656,0.5600,57.7744,82.8109,18.8406,384.5000,0.1503,730.7461,3207.6428,0.2278,3938.3889,88.2036,73.6315,4.3574,-0.3740,-11.5621,-0.9202,70.3563,209.5122,10.2021,16.6165,148.6295,66.3324,129,143.6766,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328110905,1774328140893,W59_1774328080913,120.0530,25.5941,88.2353,161.2903,73.0550,0.5935,0.2364,112.4514,177.0478,76.0000,523.5385,0.2148,2161.6744,9680.4411,0.2233,11842.1156,88.3309,73.6315,3.5979,-0.6662,-11.1029,-0.6433,73.2340,190.1093,11.7878,16.1448,138.6105,66.3324,127,127.0529,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328125907,1774328155879,W60_1774328095913,122.7541,25.0040,86.8307,150.0000,63.1693,0.7824,0.2762,111.2825,173.9739,75.0000,511.2759,0.2177,1729.2505,7310.5964,0.2365,9039.8469,88.2468,64.1181,4.2425,-0.7509,-10.7053,-0.6018,77.3116,172.7724,16.9301,15.8766,130.4792,66.3324,127,127.1208,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328140908,1774328170902,W61_1774328110913,126.0331,23.9953,88.2353,160.4278,72.1925,0.2993,0.3558,102.3973,162.6950,69.4444,495.4054,0.2067,3008.8198,12736.0506,0.2362,15744.8704,87.7047,60.3692,5.2275,-0.8026,-10.9238,-0.7164,79.6914,173.4056,16.2139,16.1260,129.7514,63.2175,128,128.0256,Treadmill,0,0
oIrIvY9oZBW0ReTkEPBI5AE5kNC2,1774328156645,1774328185891,W62_1774328125913,117.0686,26.2584,83.3333,150.0000,66.6667,-0.4035,0.3727,122.0048,177.6370,72.5000,539.6098,0.2261,8636.6827,3848.5333,2.2441,12485.2161,87.8758,60.3692,5.0759,-0.8623,-11.0711,-0.9077,82.3062,180.6637,15.0092,16.3341,135.3143,63.2175,154,157.9730,Treadmill,0,0
